date,asset,close,ret
2016-12-06,GLD,111.43,-0.0009866854
2016-12-07,GLD,111.83,0.0035832836
2016-12-08,GLD,111.57,-0.0023276836
2016-12-09,GLD,110.4,-0.010542046
2016-12-12,GLD,110.82,0.003797113
2016-12-13,GLD,110.45,-0.0033443584
2016-12-14,GLD,108.83,-0.014775854
2016-12-15,GLD,107.34,-0.013785716
2016-12-16,GLD,108.05,0.0065927785
2016-12-19,GLD,108.59,0.0049851774
2016-12-20,GLD,107.79,-0.00739439
2016-12-21,GLD,107.85,0.0005564604
2016-12-22,GLD,107.59,-0.0024136861
2016-12-23,GLD,107.93,0.003155199
2016-12-27,GLD,108.56,0.005820121
2016-12-28,GLD,108.86,0.0027596655
2016-12-29,GLD,110.29,0.01305061
2016-12-30,GLD,109.61,-0.006184652
2017-01-03,GLD,110.47,0.007815385
2017-01-04,GLD,110.86,0.0035241477
2017-01-05,GLD,112.58,0.015395947
2017-01-06,GLD,111.75,-0.0073998626
2017-01-09,GLD,112.67,0.008198942
2017-01-10,GLD,113.15,0.0042512096
2017-01-11,GLD,113.5,0.0030884515
2017-01-12,GLD,113.91,0.0036058582
2017-01-13,GLD,114.21,0.002630156
2017-01-17,GLD,115.85,0.014257386
2017-01-18,GLD,114.87,-0.008495159
2017-01-19,GLD,114.77,-0.0008709816
2017-01-20,GLD,115.05,0.0024367466
2017-01-23,GLD,115.79,0.0064113704
2017-01-24,GLD,115.27,-0.00450104
2017-01-25,GLD,114.32,-0.008275643
2017-01-26,GLD,113.26,-0.009315452
2017-01-27,GLD,113.49,0.002028629
2017-01-30,GLD,113.97,0.004220558
2017-01-31,GLD,115.55,0.013768096
2017-02-01,GLD,115.2,-0.0030336413
2017-02-02,GLD,115.84,0.0055401754
2017-02-03,GLD,116.13,0.0025003327
2017-02-06,GLD,117.7,0.013428759
2017-02-07,GLD,117.46,-0.002041146
2017-02-08,GLD,118.19,0.0061956774
2017-02-09,GLD,117.29,-0.007644011
2017-02-10,GLD,117.6,0.0026395142
2017-02-13,GLD,116.8,-0.006825926
2017-02-14,GLD,116.93,0.0011123712
2017-02-15,GLD,117.45,0.0044372175
2017-02-16,GLD,118.08,0.005349691
2017-02-17,GLD,117.68,-0.0033932975
2017-02-21,GLD,117.75,0.000594654
2017-02-22,GLD,117.91,0.0013579198
2017-02-23,GLD,118.94,0.008697532
2017-02-24,GLD,119.7,0.006369402
2017-02-27,GLD,119.12,-0.0048571755
2017-02-28,GLD,119.23,0.00092301756
2017-03-01,GLD,119.06,-0.0014268818
2017-03-02,GLD,117.58,-0.012508579
2017-03-03,GLD,117.51,-0.000595514
2017-03-06,GLD,116.72,-0.00674554
2017-03-07,GLD,115.78,-0.008086086
2017-03-08,GLD,115.06,-0.006238118
2017-03-09,GLD,114.47,-0.0051409197
2017-03-10,GLD,114.72,0.0021815968
2017-03-13,GLD,114.74,0.00017429306
2017-03-14,GLD,114.12,-0.00541813
2017-03-15,GLD,116.25,0.018492494
2017-03-16,GLD,116.73,0.00412056
2017-03-17,GLD,116.99,0.0022248384
2017-03-20,GLD,117.51,0.0044350117
2017-03-21,GLD,118.54,0.008727009
2017-03-22,GLD,118.83,0.0024434517
2017-03-23,GLD,118.67,-0.0013473994
2017-03-24,GLD,118.86,0.0015998188
2017-03-27,GLD,119.53,0.0056210407
2017-03-28,GLD,119.04,-0.004107797
2017-03-29,GLD,119.33,0.002433201
2017-03-30,GLD,118.47,-0.0072330055
2017-03-31,GLD,118.72,0.0021080154
2017-04-03,GLD,119.35,0.00529255
2017-04-04,GLD,119.62,0.0022597346
2017-04-05,GLD,119.62,0.0
2017-04-06,GLD,119.18,-0.0036851168
2017-04-07,GLD,119.46,0.0023466218
2017-04-10,GLD,119.46,0.0
2017-04-11,GLD,121.19,0.014378003
2017-04-12,GLD,122.02,0.0068253563
2017-04-13,GLD,122.6,0.004742073
2017-04-17,GLD,122.24,-0.0029407032
2017-04-18,GLD,122.82,0.0047335583
2017-04-19,GLD,121.73,-0.008914362
2017-04-20,GLD,121.96,0.0018876096
2017-04-21,GLD,122.31,0.002865671
2017-04-24,GLD,121.48,-0.0068091177
2017-04-25,GLD,120.25,-0.010176759
2017-04-26,GLD,120.84,0.0048944172
2017-04-27,GLD,120.39,-0.0037308584
2017-04-28,GLD,120.77,0.0031514147
2017-05-01,GLD,119.67,-0.0091499435
2017-05-02,GLD,119.65,-0.00016711217
2017-05-03,GLD,117.98,-0.0140556805
2017-05-04,GLD,116.79,-0.010137689
2017-05-05,GLD,117.01,0.0018819614
2017-05-08,GLD,116.75,-0.0022245229
2017-05-09,GLD,116.05,-0.0060137375
2017-05-10,GLD,116.04,-8.6191874e-05
2017-05-11,GLD,116.5,0.003956306
2017-05-12,GLD,116.83,0.0028286295
2017-05-15,GLD,117.14,0.002649893
2017-05-16,GLD,117.65,0.0043443325
2017-05-17,GLD,119.79,0.01802609
2017-05-18,GLD,118.81,-0.008214659
2017-05-19,GLD,119.4,0.004953656
2017-05-22,GLD,119.9,0.004178861
2017-05-23,GLD,119.14,-0.006358808
2017-05-24,GLD,119.61,0.003937188
2017-05-25,GLD,119.48,-0.0010874338
2017-05-26,GLD,120.54,0.008832634
2017-05-30,GLD,120.14,-0.0033239312
2017-05-31,GLD,120.62,0.0039874064
2017-06-01,GLD,120.72,0.0008286938
2017-06-02,GLD,121.61,0.0073453835
2017-06-05,GLD,121.73,0.000986297
2017-06-06,GLD,123.1,0.011191516
2017-06-07,GLD,122.45,-0.0052942624
2017-06-08,GLD,121.65,-0.0065546767
2017-06-09,GLD,120.54,-0.009166426
2017-06-12,GLD,120.36,-0.0014943988
2017-06-13,GLD,120.48,0.0009965351
2017-06-14,GLD,119.82,-0.005493178
2017-06-15,GLD,119.32,-0.004181657
2017-06-16,GLD,119.34,0.00016757431
2017-06-19,GLD,118.43,-0.00765446
2017-06-20,GLD,118.18,-0.0021131828
2017-06-21,GLD,118.52,0.0028728058
2017-06-22,GLD,118.92,0.0033692883
2017-06-23,GLD,119.43,0.0042794454
2017-06-26,GLD,118.36,-0.008999595
2017-06-27,GLD,118.81,0.0037947253
2017-06-28,GLD,118.9,0.0007572586
2017-06-29,GLD,118.32,-0.004890001
2017-06-30,GLD,118.02,-0.0025387427
2017-07-03,GLD,116.09,-0.016488353
2017-07-05,GLD,116.52,0.0036971825
2017-07-06,GLD,116.47,-0.0004291637
2017-07-07,GLD,115.28,-0.010269798
2017-07-10,GLD,115.47,0.0016468255
2017-07-11,GLD,115.62,0.0012982088
2017-07-12,GLD,116.03,0.0035397925
2017-07-13,GLD,115.82,-0.0018115087
2017-07-14,GLD,116.77,0.0081689
2017-07-17,GLD,117.29,0.004443349
2017-07-18,GLD,118.11,0.0069668903
2017-07-19,GLD,118.08,-0.00025402242
2017-07-20,GLD,118.24,0.0013540628
2017-07-21,GLD,119.26,0.008589562
2017-07-24,GLD,119.31,0.0004191258
2017-07-25,GLD,118.92,-0.0032741446
2017-07-26,GLD,119.88,0.008040237
2017-07-27,GLD,119.79,-0.00075100217
2017-07-28,GLD,120.69,0.0074850773
2017-07-31,GLD,120.75,0.0004969977
2017-08-01,GLD,120.65,-0.0008284878
2017-08-02,GLD,120.4,-0.002074259
2017-08-03,GLD,120.59,0.0015767862
2017-08-04,GLD,119.65,-0.007825505
2017-08-07,GLD,119.51,-0.0011707593
2017-08-08,GLD,119.86,0.0029243324
2017-08-09,GLD,121.31,0.012024833
2017-08-10,GLD,122.21,0.0073916363
2017-08-11,GLD,122.79,0.004734718
2017-08-14,GLD,121.92,-0.0071105096
2017-08-15,GLD,120.98,-0.0077398065
2017-08-16,GLD,121.87,0.007329655
2017-08-17,GLD,122.49,0.005074451
2017-08-18,GLD,122.3,-0.0015523089
2017-08-21,GLD,122.76,0.0037541795
2017-08-22,GLD,122.21,-0.0044903783
2017-08-23,GLD,122.67,0.0037569392
2017-08-24,GLD,122.29,-0.0031025275
2017-08-25,GLD,122.74,0.0036729989
2017-08-28,GLD,124.69,0.015762396
2017-08-29,GLD,124.42,-0.0021677522
2017-08-30,GLD,124.36,-0.00048233426
2017-08-31,GLD,125.82,0.011671722
2017-09-01,GLD,126.06,0.001905653
2017-09-05,GLD,127.46,0.011044618
2017-09-06,GLD,126.81,-0.005112699
2017-09-07,GLD,128.13,0.0103555275
2017-09-08,GLD,127.97,-0.0012495406
2017-09-11,GLD,126.19,-0.014007144
2017-09-12,GLD,126.56,0.0029277578
2017-09-13,GLD,125.61,-0.007534611
2017-09-14,GLD,126.16,0.004369098
2017-09-15,GLD,125.53,-0.0050062076
2017-09-18,GLD,124.36,-0.009364174
2017-09-19,GLD,124.62,0.002088539
2017-09-20,GLD,123.62,-0.008056763
2017-09-21,GLD,122.68,-0.007633025
2017-09-22,GLD,123.24,0.0045543145
2017-09-25,GLD,124.53,0.0104129845
2017-09-26,GLD,123.14,-0.011224726
2017-09-27,GLD,121.98,-0.00946479
2017-09-28,GLD,122.21,0.0018837446
2017-09-29,GLD,121.58,-0.0051683714
2017-10-02,GLD,120.77,-0.006684615
2017-10-03,GLD,120.83,0.0004967317
2017-10-04,GLD,121.17,0.002809889
2017-10-05,GLD,120.52,-0.0053788167
2017-10-06,GLD,121.09,0.004718354
2017-10-09,GLD,122.08,0.008142542
2017-10-10,GLD,122.4,0.0026178
2017-10-11,GLD,122.79,0.0031812042
2017-10-12,GLD,122.89,0.0008140547
2017-10-13,GLD,123.82,0.007539254
2017-10-16,GLD,122.97,-0.0068884627
2017-10-17,GLD,122.13,-0.006854404
2017-10-18,GLD,121.67,-0.003773582
2017-10-19,GLD,122.39,0.005900216
2017-10-20,GLD,121.61,-0.0063934545
2017-10-23,GLD,121.8,0.0015611723
2017-10-24,GLD,121.33,-0.0038662592
2017-10-25,GLD,121.35,0.00016479845
2017-10-26,GLD,120.33,-0.008440936
2017-10-27,GLD,120.9,0.0047257864
2017-10-30,GLD,121.13,0.0019005561
2017-10-31,GLD,120.67,-0.0038047945
2017-11-01,GLD,121.11,0.0036396966
2017-11-02,GLD,121.19,0.0006603536
2017-11-03,GLD,120.62,-0.0047144513
2017-11-06,GLD,121.65,0.008502951
2017-11-07,GLD,121.21,-0.003623511
2017-11-08,GLD,121.63,0.0034590561
2017-11-09,GLD,122.13,0.0041024014
2017-11-10,GLD,121.13,-0.008221703
2017-11-13,GLD,121.31,0.0014849063
2017-11-14,GLD,121.56,0.0020587153
2017-11-15,GLD,121.41,-0.0012346703
2017-11-16,GLD,121.4,-8.238653e-05
2017-11-17,GLD,122.86,0.011954609
2017-11-20,GLD,121.31,-0.012696268
2017-11-21,GLD,121.51,0.0016473489
2017-11-22,GLD,122.63,0.009175088
2017-11-24,GLD,122.32,-0.0025311103
2017-11-27,GLD,122.83,0.0041607413
2017-11-28,GLD,122.81,-0.00016287471
2017-11-29,GLD,122.04,-0.0062895585
2017-11-30,GLD,121.1,-0.0077322293
2017-12-01,GLD,121.59,0.004038061
2017-12-04,GLD,121.18,-0.0033776532
2017-12-05,GLD,120.32,-0.0071221883
2017-12-06,GLD,120.07,-0.0020799541
2017-12-07,GLD,118.49,-0.013246353
2017-12-08,GLD,118.48,-8.4352505e-05
2017-12-11,GLD,118.01,-0.0039748135
2017-12-12,GLD,118.15,0.0011856318
2017-12-13,GLD,119.17,0.008596013
2017-12-14,GLD,118.93,-0.0020159425
2017-12-15,GLD,119.18,0.0020998705
2017-12-18,GLD,119.73,0.0046042777
2017-12-19,GLD,119.82,0.00075137836
2017-12-20,GLD,120.14,0.0026671102
2017-12-21,GLD,120.31,0.0014140004
2017-12-22,GLD,120.94,0.0052228505
2017-12-26,GLD,121.77,0.006839417
2017-12-27,GLD,122.23,0.0037705514
2017-12-28,GLD,122.85,0.005059543
2017-12-29,GLD,123.65,0.0064909197
2018-01-02,GLD,125.15,0.012058023
2018-01-03,GLD,124.82,-0.002640333
2018-01-04,GLD,125.46,0.0051142783
2018-01-05,GLD,125.33,-0.0010367022
2018-01-08,GLD,125.31,-0.00015962555
2018-01-09,GLD,124.73,-0.0046392195
2018-01-10,GLD,125.03,0.0024022707
2018-01-11,GLD,125.44,0.0032738773
2018-01-12,GLD,126.96,0.012044493
2018-01-16,GLD,127.17,0.0016526906
2018-01-17,GLD,126.14,-0.008132364
2018-01-18,GLD,125.86,-0.0022222134
2018-01-19,GLD,126.42,0.0044394997
2018-01-22,GLD,126.65,0.0018177059
2018-01-23,GLD,127.28,0.004961986
2018-01-24,GLD,128.83,0.0121043455
2018-01-25,GLD,127.97,-0.006697849
2018-01-26,GLD,128.07,0.0007811756
2018-01-29,GLD,127.35,-0.005637857
2018-01-30,GLD,126.8,-0.0043281233
2018-01-31,GLD,127.65,0.0066810898
2018-02-01,GLD,128.07,0.003284891
2018-02-02,GLD,126.39,-0.013204686
2018-02-05,GLD,126.71,0.0025286437
2018-02-06,GLD,125.38,-0.0105519
2018-02-07,GLD,124.79,-0.004716772
2018-02-08,GLD,124.98,0.0015214195
2018-02-09,GLD,124.77,-0.0016817359
2018-02-12,GLD,125.37,0.0047973716
2018-02-13,GLD,126.08,0.0056472537
2018-02-14,GLD,128.23,0.016908852
2018-02-15,GLD,128.38,0.0011691608
2018-02-16,GLD,127.96,-0.003276946
2018-02-20,GLD,126.24,-0.013532868
2018-02-21,GLD,125.66,-0.004604964
2018-02-22,GLD,126.3,0.0050801774
2018-02-23,GLD,126.14,-0.0012676571
2018-02-26,GLD,126.45,0.0024545526
2018-02-27,GLD,125.13,-0.010493774
2018-02-28,GLD,125.0,-0.0010394376
2018-03-01,GLD,124.72,-0.0022425028
2018-03-02,GLD,125.39,0.005357641
2018-03-05,GLD,125.18,-0.0016761714
2018-03-06,GLD,126.53,0.010726721
2018-03-07,GLD,125.72,-0.006422203
2018-03-08,GLD,125.42,-0.002389131
2018-03-09,GLD,125.54,0.00095634966
2018-03-12,GLD,125.54,0.0
2018-03-13,GLD,125.78,0.0019098992
2018-03-14,GLD,125.7,-0.0006362481
2018-03-15,GLD,124.9,-0.006384662
2018-03-16,GLD,124.6,-0.0024048353
2018-03-19,GLD,124.87,0.002164624
2018-03-20,GLD,124.31,-0.004494792
2018-03-21,GLD,126.48,0.017305793
2018-03-22,GLD,125.98,-0.0039610285
2018-03-23,GLD,127.61,0.012855552
2018-03-26,GLD,128.28,0.005236623
2018-03-27,GLD,127.49,-0.006177452
2018-03-28,GLD,125.73,-0.013901136
2018-03-29,GLD,125.79,0.00047707983
2018-04-02,GLD,127.26,0.011618397
2018-04-03,GLD,126.3,-0.007572201
2018-04-04,GLD,126.45,0.0011868954
2018-04-05,GLD,125.8,-0.0051535806
2018-04-06,GLD,126.39,0.004678991
2018-04-09,GLD,126.82,0.003396396
2018-04-10,GLD,127.12,0.002362788
2018-04-11,GLD,128.11,0.007757731
2018-04-12,GLD,126.62,-0.011698778
2018-04-13,GLD,127.45,0.00653361
2018-04-16,GLD,127.63,0.0014113246
2018-04-17,GLD,127.75,0.0009397976
2018-04-18,GLD,127.85,0.00078246073
2018-04-19,GLD,127.6,-0.0019573309
2018-04-20,GLD,126.63,-0.007630932
2018-04-23,GLD,125.62,-0.008007928
2018-04-24,GLD,126.23,0.0048441673
2018-04-25,GLD,125.41,-0.0065172673
2018-04-26,GLD,124.97,-0.0035146808
2018-04-27,GLD,125.5,0.00423204
2018-04-30,GLD,124.59,-0.0072774417
2018-05-01,GLD,123.71,-0.0070882076
2018-05-02,GLD,123.65,-0.00048510317
2018-05-03,GLD,124.28,0.0050820685
2018-05-04,GLD,124.54,0.002089882
2018-05-07,GLD,124.57,0.00024084766
2018-05-08,GLD,124.59,0.00016051247
2018-05-09,GLD,124.33,-0.0020889812
2018-05-10,GLD,125.18,0.0068133683
2018-05-11,GLD,125.0,-0.0014389666
2018-05-14,GLD,124.49,-0.004088363
2018-05-15,GLD,122.48,-0.016277596
2018-05-16,GLD,122.29,-0.0015524981
2018-05-17,GLD,122.36,0.0005722436
2018-05-18,GLD,122.41,0.00040857174
2018-05-21,GLD,122.48,0.00057168276
2018-05-22,GLD,122.41,-0.00057168276
2018-05-23,GLD,122.54,0.0010614188
2018-05-24,GLD,123.59,0.008532091
2018-05-25,GLD,123.21,-0.0030793967
2018-05-29,GLD,123.19,-0.00016231042
2018-05-30,GLD,123.37,0.0014600935
2018-05-31,GLD,123.1,-0.0021909715
2018-06-01,GLD,122.49,-0.0049676443
2018-06-04,GLD,122.37,-0.0009801121
2018-06-05,GLD,122.85,0.003914822
2018-06-06,GLD,122.92,0.0005696358
2018-06-07,GLD,122.86,-0.00048822167
2018-06-08,GLD,123.01,0.0012201696
2018-06-11,GLD,123.23,0.001786885
2018-06-12,GLD,122.82,-0.0033326887
2018-06-13,GLD,123.19,0.0030080325
2018-06-14,GLD,123.38,0.0015411028
2018-06-15,GLD,121.34,-0.016672509
2018-06-18,GLD,121.11,-0.0018972638
2018-06-19,GLD,120.8,-0.0025629178
2018-06-20,GLD,120.26,-0.0044802274
2018-06-21,GLD,120.05,-0.0017477353
2018-06-22,GLD,120.34,0.0024126912
2018-06-25,GLD,119.89,-0.0037463887
2018-06-26,GLD,119.26,-0.005268649
2018-06-27,GLD,118.58,-0.005718148
2018-06-28,GLD,118.22,-0.003040548
2018-06-29,GLD,118.65,0.00363069
2018-07-02,GLD,117.46,-0.010080153
2018-07-03,GLD,118.65,0.010080153
2018-07-05,GLD,119.05,0.0033656028
2018-07-06,GLD,118.86,-0.0015972635
2018-07-09,GLD,119.15,0.0024368812
2018-07-10,GLD,118.93,-0.0018481291
2018-07-11,GLD,117.64,-0.010905979
2018-07-12,GLD,118.13,0.004156581
