date,asset,close,ret
2022-09-20,GLD,155.07,-0.005722932
2022-09-21,GLD,155.79,0.0046322285
2022-09-22,GLD,155.7,-0.0005778442
2022-09-23,GLD,153.01,-0.017427817
2022-09-26,GLD,151.23,-0.011701414
2022-09-27,GLD,151.54,0.0020477436
2022-09-28,GLD,154.69,0.020573558
2022-09-29,GLD,154.66,-0.00019394717
2022-09-30,GLD,154.67,6.4620355e-05
2022-10-03,GLD,158.43,0.024019007
2022-10-04,GLD,160.7,0.014226445
2022-10-05,GLD,159.81,-0.0055536595
2022-10-06,GLD,159.63,-0.0011269265
2022-10-07,GLD,157.88,-0.011023386
2022-10-10,GLD,155.48,-0.015318203
2022-10-11,GLD,155.16,-0.0020602124
2022-10-12,GLD,155.99,0.0053350716
2022-10-13,GLD,154.91,-0.006947611
2022-10-14,GLD,152.98,-0.012537161
2022-10-17,GLD,153.42,0.0028720805
2022-10-18,GLD,153.75,0.0021486601
2022-10-19,GLD,151.69,-0.013488926
2022-10-20,GLD,151.45,-0.0015834634
2022-10-21,GLD,154.15,0.017670598
2022-10-24,GLD,153.65,-0.003248866
2022-10-25,GLD,154.0,0.0022753535
2022-10-26,GLD,154.98,0.006343446
2022-10-27,GLD,154.74,-0.0015497241
2022-10-28,GLD,153.16,-0.010263174
2022-10-31,GLD,151.91,-0.008194886
2022-11-01,GLD,153.46,0.010151726
2022-11-02,GLD,152.39,-0.00699697
2022-11-03,GLD,151.81,-0.0038132975
2022-11-04,GLD,156.47,0.030234583
2022-11-07,GLD,155.85,-0.0039702607
2022-11-08,GLD,159.45,0.02283633
2022-11-09,GLD,158.65,-0.005029895
2022-11-10,GLD,163.48,0.029990153
2022-11-11,GLD,164.56,0.0065845978
2022-11-14,GLD,164.92,0.0021852662
2022-11-15,GLD,165.5,0.003510698
2022-11-16,GLD,165.12,-0.002298742
2022-11-17,GLD,163.92,-0.00729396
2022-11-18,GLD,162.79,-0.0069175074
2022-11-21,GLD,161.88,-0.0056056352
2022-11-22,GLD,162.07,0.0011730357
2022-11-23,GLD,163.08,0.006212503
2022-11-25,GLD,163.22,0.00085810234
2022-11-28,GLD,161.93,-0.0079348935
2022-11-29,GLD,162.73,0.0049282615
2022-11-30,GLD,164.81,0.012700921
2022-12-01,GLD,167.84,0.018217843
2022-12-02,GLD,167.26,-0.0034616678
2022-12-05,GLD,164.39,-0.017307805
2022-12-06,GLD,164.84,0.0027336346
2022-12-07,GLD,166.33,0.008998494
2022-12-08,GLD,166.47,0.00084134255
2022-12-09,GLD,167.06,0.0035378945
2022-12-12,GLD,165.68,-0.008294842
2022-12-13,GLD,168.51,0.016936889
2022-12-14,GLD,168.1,-0.002435986
2022-12-15,GLD,165.35,-0.0164946
2022-12-16,GLD,166.79,0.008671019
2022-12-19,GLD,166.32,-0.0028218082
2022-12-20,GLD,169.08,0.016458299
2022-12-21,GLD,168.8,-0.0016573863
2022-12-22,GLD,166.76,-0.012158981
2022-12-23,GLD,167.26,0.0029938351
2022-12-27,GLD,168.67,0.008394677
2022-12-28,GLD,167.91,-0.004515989
2022-12-29,GLD,168.85,0.0055826395
2022-12-30,GLD,169.64,0.004667758
2023-01-03,GLD,171.06,0.008335817
2023-01-04,GLD,172.67,0.00936789
2023-01-05,GLD,170.52,-0.012529631
2023-01-06,GLD,173.71,0.018534664
2023-01-09,GLD,174.1,0.002242601
2023-01-10,GLD,174.74,0.0036693045
2023-01-11,GLD,174.62,-0.0006870299
2023-01-12,GLD,176.64,0.011501603
2023-01-13,GLD,178.76,0.011930333
2023-01-17,GLD,177.59,-0.006566591
2023-01-18,GLD,177.08,-0.0028758838
2023-01-19,GLD,179.89,0.015743932
2023-01-20,GLD,179.29,-0.0033409805
2023-01-23,GLD,179.63,0.0018946378
2023-01-24,GLD,180.28,0.0036119842
2023-01-25,GLD,181.11,0.0045933938
2023-01-26,GLD,179.47,-0.009096515
2023-01-27,GLD,179.22,-0.0013939616
2023-01-30,GLD,178.76,-0.002570015
2023-01-31,GLD,179.41,0.0036296165
2023-02-01,GLD,181.67,0.012518135
2023-02-02,GLD,177.9,-0.020970285
2023-02-03,GLD,173.46,-0.025274497
2023-02-06,GLD,173.82,0.002073259
2023-02-07,GLD,173.98,0.00092000235
2023-02-08,GLD,174.41,0.0024685448
2023-02-09,GLD,173.03,-0.007943887
2023-02-10,GLD,173.36,0.001905378
2023-02-13,GLD,172.48,-0.0050890977
2023-02-14,GLD,172.61,0.000753455
2023-02-15,GLD,170.89,-0.010014647
2023-02-16,GLD,170.75,-0.00081957266
2023-02-17,GLD,171.26,0.0029823391
2023-02-21,GLD,170.62,-0.0037440048
2023-02-22,GLD,169.66,-0.005642377
2023-02-23,GLD,169.57,-0.0005305919
2023-02-24,GLD,168.35,-0.007220682
2023-02-27,GLD,169.01,0.0039126705
2023-02-28,GLD,169.78,0.004545622
2023-03-01,GLD,170.76,0.005755556
2023-03-02,GLD,170.66,-0.00058573514
2023-03-03,GLD,172.49,0.010666001
2023-03-06,GLD,171.62,-0.0050565936
2023-03-07,GLD,168.62,-0.017635068
2023-03-08,GLD,168.54,-0.000474563
2023-03-09,GLD,170.2,0.009801128
2023-03-10,GLD,173.87,0.021333667
2023-03-13,GLD,177.86,0.022688862
2023-03-14,GLD,176.83,-0.005807898
2023-03-15,GLD,178.21,0.0077738385
2023-03-16,GLD,178.57,0.0020180545
2023-03-17,GLD,183.77,0.028704276
2023-03-20,GLD,183.84,0.00038079522
2023-03-21,GLD,180.37,-0.019055525
2023-03-22,GLD,183.44,0.016877383
2023-03-23,GLD,185.74,0.012460224
2023-03-24,GLD,183.65,-0.011316136
2023-03-27,GLD,181.95,-0.009299831
2023-03-28,GLD,183.44,0.0081557445
2023-03-29,GLD,182.53,-0.0049731154
2023-03-30,GLD,184.18,0.008998964
2023-03-31,GLD,183.22,-0.0052258773
2023-04-03,GLD,184.54,0.0071785827
2023-04-04,GLD,187.98,0.018469345
2023-04-05,GLD,187.83,-0.0007982433
2023-04-06,GLD,186.49,-0.0071596606
2023-04-10,GLD,185.11,-0.0074274014
2023-04-11,GLD,186.28,0.0063006654
2023-04-12,GLD,187.19,0.0048732455
2023-04-13,GLD,189.72,0.013425151
2023-04-14,GLD,186.36,-0.017869018
2023-04-17,GLD,185.53,-0.004463703
2023-04-18,GLD,186.25,0.0038732698
2023-04-19,GLD,185.36,-0.004789974
2023-04-20,GLD,186.09,0.0039305245
2023-04-21,GLD,184.25,-0.009936877
2023-04-24,GLD,184.81,0.003034726
2023-04-25,GLD,185.75,0.0050734263
2023-04-26,GLD,184.74,-0.0054522227
2023-04-27,GLD,184.75,5.4098928e-05
2023-04-28,GLD,184.8,0.00027061588
2023-05-01,GLD,183.97,-0.004501468
2023-05-02,GLD,187.52,0.019112822
2023-05-03,GLD,189.11,0.00844333
2023-05-04,GLD,190.44,0.0070083374
2023-05-05,GLD,187.46,-0.015771672
2023-05-08,GLD,187.69,0.0012261536
2023-05-09,GLD,189.02,0.0070611737
2023-05-10,GLD,188.75,-0.0014294641
2023-05-11,GLD,187.13,-0.008619799
2023-05-12,GLD,186.81,-0.0017115441
2023-05-15,GLD,187.21,0.0021389727
2023-05-16,GLD,184.87,-0.012578168
2023-05-17,GLD,184.23,-0.003467895
2023-05-18,GLD,181.84,-0.013057794
2023-05-19,GLD,183.64,0.0098501565
2023-05-22,GLD,183.21,-0.0023442435
2023-05-23,GLD,183.43,0.0012000109
2023-05-24,GLD,181.95,-0.0081011765
2023-05-25,GLD,180.2,-0.009664579
2023-05-26,GLD,180.92,0.003987606
2023-05-30,GLD,182.04,0.006171472
2023-05-31,GLD,182.32,0.0015370188
2023-06-01,GLD,183.76,0.007867103
2023-06-02,GLD,181.05,-0.014857275
2023-06-05,GLD,182.14,0.0060023656
2023-06-06,GLD,182.34,0.0010974372
2023-06-07,GLD,180.15,-0.012083253
2023-06-08,GLD,182.53,0.013124733
2023-06-09,GLD,182.04,-0.0026881301
2023-06-12,GLD,181.88,-0.00087925047
2023-06-13,GLD,180.54,-0.007394833
2023-06-14,GLD,180.64,0.00055377436
2023-06-15,GLD,181.91,0.0070059826
2023-06-16,GLD,181.63,-0.0015404017
2023-06-20,GLD,179.75,-0.010404681
2023-06-21,GLD,179.49,-0.0014474699
2023-06-22,GLD,177.71,-0.009966481
2023-06-23,GLD,178.2,0.002753452
2023-06-26,GLD,178.51,0.0017380933
2023-06-27,GLD,177.69,-0.0046041184
2023-06-28,GLD,177.28,-0.002310076
2023-06-29,GLD,177.09,-0.0010723395
2023-06-30,GLD,178.27,0.0066412217
2023-07-03,GLD,178.47,0.0011212478
2023-07-05,GLD,177.84,-0.0035362777
2023-07-06,GLD,177.31,-0.0029846497
2023-07-07,GLD,178.64,0.007473005
2023-07-10,GLD,178.78,0.00078338874
2023-07-11,GLD,179.45,0.0037406078
2023-07-12,GLD,181.88,0.0134505555
2023-07-13,GLD,182.01,0.0007144446
2023-07-14,GLD,181.43,-0.0031917365
2023-07-17,GLD,181.56,0.00071630016
2023-07-18,GLD,183.64,0.011391152
2023-07-19,GLD,183.67,0.00016334311
2023-07-20,GLD,182.74,-0.0050762515
2023-07-21,GLD,182.18,-0.0030692385
2023-07-24,GLD,181.4,-0.004290665
2023-07-25,GLD,182.41,0.0055524167
2023-07-26,GLD,183.3,0.0048672506
2023-07-27,GLD,180.42,-0.015836716
2023-07-28,GLD,181.86,0.007949708
2023-07-31,GLD,182.35,0.002690787
2023-08-01,GLD,180.46,-0.010418767
2023-08-02,GLD,179.6,-0.0047769938
2023-08-03,GLD,179.54,-0.00033420292
2023-08-04,GLD,180.19,0.0036138764
2023-08-07,GLD,179.78,-0.002277989
2023-08-08,GLD,178.64,-0.0063612703
2023-08-09,GLD,177.79,-0.004769563
2023-08-10,GLD,177.6,-0.0010691759
2023-08-11,GLD,177.6,0.0
2023-08-14,GLD,177.06,-0.0030452206
2023-08-15,GLD,176.59,-0.0026580037
2023-08-16,GLD,175.57,-0.005792775
2023-08-17,GLD,175.3,-0.0015390562
2023-08-18,GLD,175.33,0.00017111358
2023-08-21,GLD,175.81,0.0027339295
2023-08-22,GLD,176.1,0.0016481976
2023-08-23,GLD,177.89,0.010113328
2023-08-24,GLD,177.85,-0.0002248456
2023-08-25,GLD,177.62,-0.0012941234
2023-08-28,GLD,178.13,0.0028672388
2023-08-29,GLD,179.87,0.009720692
2023-08-30,GLD,180.32,0.0024987503
2023-08-31,GLD,180.02,-0.0016651114
2023-09-01,GLD,180.11,0.00049979915
2023-09-05,GLD,178.64,-0.008195175
2023-09-06,GLD,177.83,-0.004544556
2023-09-07,GLD,178.02,0.0010678795
2023-09-08,GLD,178.08,0.0003369703
2023-09-11,GLD,178.41,0.0018513951
2023-09-12,GLD,177.49,-0.005169993
2023-09-13,GLD,177.08,-0.002312682
2023-09-14,GLD,177.17,0.0005080951
2023-09-15,GLD,178.34,0.006582107
2023-09-18,GLD,179.39,0.0058703832
2023-09-19,GLD,179.22,-0.00094809505
2023-09-20,GLD,179.35,0.00072512974
2023-09-21,GLD,178.05,-0.007274811
2023-09-22,GLD,178.62,0.00319619
2023-09-25,GLD,177.7,-0.005163899
2023-09-26,GLD,176.28,-0.008023085
2023-09-27,GLD,174.1,-0.012443751
2023-09-28,GLD,173.23,-0.005009715
2023-09-29,GLD,171.45,-0.010328505
2023-10-02,GLD,169.65,-0.010554206
2023-10-03,GLD,169.16,-0.002892421
2023-10-04,GLD,169.14,-0.00011826351
2023-10-05,GLD,168.83,-0.0018344685
2023-10-06,GLD,169.7,0.005139852
2023-10-09,GLD,172.82,0.018218478
2023-10-10,GLD,172.53,-0.0016795055
2023-10-11,GLD,173.79,0.007276508
2023-10-12,GLD,173.26,-0.0030543103
2023-10-13,GLD,178.83,0.031642318
2023-10-16,GLD,177.96,-0.0048768003
2023-10-17,GLD,178.29,0.0018525567
2023-10-18,GLD,180.87,0.014367114
2023-10-19,GLD,183.09,0.012199301
2023-10-20,GLD,183.59,0.0027271754
2023-10-23,GLD,182.97,-0.003382779
2023-10-24,GLD,182.95,-0.00010933686
2023-10-25,GLD,183.72,0.0041999915
2023-10-26,GLD,184.01,0.001577208
2023-10-27,GLD,186.15,0.011562694
2023-10-30,GLD,185.1,-0.005656515
2023-10-31,GLD,184.09,-0.005471504
2023-11-01,GLD,183.51,-0.0031556166
2023-11-02,GLD,184.12,0.0033185605
2023-11-03,GLD,184.79,0.0036323164
2023-11-06,GLD,183.35,-0.007823081
2023-11-07,GLD,182.59,-0.0041537457
2023-11-08,GLD,180.77,-0.010017654
2023-11-09,GLD,181.49,0.0039750575
2023-11-10,GLD,179.51,-0.0109697
2023-11-13,GLD,180.51,0.0055552614
2023-11-14,GLD,182.12,0.008879636
2023-11-15,GLD,181.64,-0.0026390809
2023-11-16,GLD,183.69,0.0112228645
2023-11-17,GLD,183.67,-0.00010890828
2023-11-20,GLD,183.37,-0.0016347163
2023-11-21,GLD,185.35,0.010740019
2023-11-22,GLD,184.56,-0.004271362
2023-11-24,GLD,185.52,0.0051881154
2023-11-27,GLD,186.77,0.0067152204
2023-11-28,GLD,189.26,0.013243766
2023-11-29,GLD,189.54,0.0014783465
2023-11-30,GLD,188.75,-0.0041766604
2023-12-01,GLD,192.01,0.017124038
2023-12-04,GLD,187.86,-0.021850418
2023-12-05,GLD,187.15,-0.003786606
2023-12-06,GLD,187.84,0.0036801153
2023-12-07,GLD,188.15,0.0016489675
2023-12-08,GLD,185.64,-0.0134301735
2023-12-11,GLD,183.59,-0.01110432
2023-12-12,GLD,183.49,-0.00054479047
2023-12-13,GLD,187.63,0.022311764
2023-12-14,GLD,188.73,0.005845435
2023-12-15,GLD,187.0,-0.009208783
2023-12-18,GLD,187.85,0.0045351875
2023-12-19,GLD,189.13,0.0067908308
2023-12-20,GLD,188.1,-0.0054608663
2023-12-21,GLD,189.43,0.0070457556
2023-12-22,GLD,190.27,0.004424614
2023-12-26,GLD,191.72,0.007591842
2023-12-27,GLD,192.59,0.004527577
2023-12-28,GLD,191.47,-0.005832413
2023-12-29,GLD,191.17,-0.0015680698
2024-01-02,GLD,190.72,-0.0023566848
2024-01-03,GLD,189.13,-0.0083717555
2024-01-04,GLD,189.32,0.0010041086
2024-01-05,GLD,189.35,0.00015844285
2024-01-08,GLD,187.87,-0.0078469785
2024-01-09,GLD,187.93,0.0003193058
2024-01-10,GLD,187.5,-0.0022906687
2024-01-11,GLD,187.87,0.0019713629
2024-01-12,GLD,189.71,0.009746417
2024-01-16,GLD,187.91,-0.009533482
2024-01-17,GLD,185.84,-0.011077075
2024-01-18,GLD,187.37,0.008199177
2024-01-19,GLD,187.93,0.0029842686
2024-01-22,GLD,187.22,-0.0037851117
2024-01-23,GLD,187.95,0.0038915514
2024-01-24,GLD,186.4,-0.008281085
2024-01-25,GLD,187.14,0.003962127
2024-01-26,GLD,187.01,-0.0006949346
2024-01-29,GLD,188.33,0.007033691
2024-01-30,GLD,188.59,0.0013795742
2024-01-31,GLD,188.45,-0.0007426236
2024-02-01,GLD,190.41,0.0103469575
2024-02-02,GLD,188.61,-0.0094982665
2024-02-05,GLD,187.57,-0.0055292463
2024-02-06,GLD,188.55,0.0052110916
2024-02-07,GLD,188.5,-0.00026523301
2024-02-08,GLD,188.33,-0.00090225396
2024-02-09,GLD,187.6,-0.0038836838
2024-02-12,GLD,187.11,-0.0026153866
2024-02-13,GLD,184.53,-0.0138846375
2024-02-14,GLD,184.42,-0.0005962901
2024-02-15,GLD,185.66,0.0067013083
2024-02-16,GLD,186.34,0.0036558786
2024-02-20,GLD,187.47,0.0060458966
2024-02-21,GLD,187.48,5.3311145e-05
2024-02-22,GLD,187.56,0.00042663093
2024-02-23,GLD,188.62,0.005635602
2024-02-26,GLD,188.2,-0.0022291723
2024-02-27,GLD,188.0,-0.0010632481
2024-02-28,GLD,188.34,0.0018068578
2024-02-29,GLD,189.31,0.0051370496
2024-03-01,GLD,192.89,0.018734206
2024-03-04,GLD,196.01,0.016045576
2024-03-05,GLD,197.19,0.006002093
2024-03-06,GLD,198.81,0.008181839
2024-03-07,GLD,199.94,0.005667751
2024-03-08,GLD,201.63,0.008417025
2024-03-11,GLD,202.0,0.0018333385
2024-03-12,GLD,199.79,-0.011000916
2024-03-13,GLD,201.19,0.006982966
2024-03-14,GLD,200.35,-0.0041838796
2024-03-15,GLD,199.71,-0.0031995196
2024-03-18,GLD,200.03,0.0016010012
2024-03-19,GLD,199.8,-0.0011504677
2024-03-20,GLD,202.18,0.011841472
2024-03-21,GLD,201.97,-0.0010391759
2024-03-22,GLD,200.35,-0.00805331
2024-03-25,GLD,200.99,0.0031893153
2024-03-26,GLD,201.64,0.0032287433
2024-03-27,GLD,203.1,0.0072145723
2024-03-28,GLD,205.72,0.012817528
2024-04-01,GLD,207.82,0.010156329
2024-04-02,GLD,210.89,0.014664312
2024-04-03,GLD,212.74,0.008734121
2024-04-04,GLD,211.52,-0.0057512117
2024-04-05,GLD,215.14,0.0169694
2024-04-08,GLD,216.48,0.0062091686
2024-04-09,GLD,217.67,0.005482001
2024-04-10,GLD,215.61,-0.009508923
2024-04-11,GLD,219.8,0.019246833
2024-04-12,GLD,216.89,-0.013327746
2024-04-15,GLD,220.95,0.018546108
2024-04-16,GLD,221.22,0.0012212693
2024-04-17,GLD,219.59,-0.0073955324
2024-04-18,GLD,220.34,0.0034096367
2024-04-19,GLD,221.03,0.0031266422
2024-04-22,GLD,215.57,-0.025012717
2024-04-23,GLD,215.04,-0.0024616907
2024-04-24,GLD,214.64,-0.0018618228
2024-04-25,GLD,215.92,0.005945757
2024-04-26,GLD,216.62,0.0032366836
2024-04-29,GLD,216.18,-0.0020332837
2024-04-30,GLD,211.87,-0.020138504
2024-05-01,GLD,213.79,0.009021337
2024-05-02,GLD,213.13,-0.0030918624
2024-05-03,GLD,212.96,-0.0007979449
2024-05-06,GLD,215.2,0.010463428
2024-05-07,GLD,214.21,-0.0046109403
2024-05-08,GLD,213.58,-0.0029453952
2024-05-09,GLD,216.95,0.01565542
2024-05-10,GLD,218.71,0.008079784
2024-05-13,GLD,216.26,-0.01126532
2024-05-14,GLD,218.09,0.008426443
2024-05-15,GLD,220.89,0.012757032
2024-05-16,GLD,220.03,-0.0039009422
2024-05-17,GLD,223.66,0.016363163
2024-05-20,GLD,224.56,0.0040158634
2024-05-21,GLD,224.23,-0.0014706295
2024-05-22,GLD,220.11,-0.018544868
2024-05-23,GLD,215.72,-0.020146148
2024-05-24,GLD,215.92,0.0009266841
2024-05-28,GLD,218.19,0.010458293
2024-05-29,GLD,216.16,-0.009347362
2024-05-30,GLD,216.57,0.0018949634
2024-05-31,GLD,215.3,-0.005881436
2024-06-03,GLD,217.22,0.008878252
2024-06-04,GLD,215.27,-0.009017596
2024-06-05,GLD,217.82,0.011775993
2024-06-06,GLD,219.43,0.0073641744
2024-06-07,GLD,211.6,-0.036335513
2024-06-10,GLD,213.54,0.009126408
2024-06-11,GLD,214.15,0.0028525381
2024-06-12,GLD,214.72,0.002658184
2024-06-13,GLD,212.97,-0.008183543
2024-06-14,GLD,215.73,0.01287629
2024-06-17,GLD,214.61,-0.005205176
2024-06-18,GLD,215.47,0.003999264
2024-06-20,GLD,218.16,0.012407061
2024-06-21,GLD,214.78,-0.015614512
2024-06-24,GLD,215.63,0.003949756
2024-06-25,GLD,214.56,-0.0049745906
2024-06-26,GLD,212.58,-0.009271012
2024-06-27,GLD,214.99,0.011273144
2024-06-28,GLD,215.01,9.297216e-05
2024-07-01,GLD,215.57,0.0026012037
2024-07-02,GLD,215.56,-4.6435023e-05
2024-07-03,GLD,217.99,0.011209934
2024-07-05,GLD,220.93,0.013396661
2024-07-08,GLD,218.19,-0.012479622
2024-07-09,GLD,218.56,0.0016943112
2024-07-10,GLD,219.36,0.0036536534
2024-07-11,GLD,223.25,0.017578002
2024-07-12,GLD,223.11,-0.00062729366
2024-07-15,GLD,223.83,0.0032219172
2024-07-16,GLD,228.29,0.019729877
2024-07-17,GLD,227.23,-0.0046540196
2024-07-18,GLD,225.78,-0.0064016334
2024-07-19,GLD,221.73,-0.018100662
2024-07-22,GLD,221.8,0.00031568247
2024-07-23,GLD,222.58,0.003510507
2024-07-24,GLD,221.8,-0.003510507
2024-07-25,GLD,218.33,-0.015768401
2024-07-26,GLD,220.63,0.010479424
2024-07-29,GLD,220.32,-0.0014060442
2024-07-30,GLD,222.52,0.009935936
2024-07-31,GLD,226.55,0.01794868
2024-08-01,GLD,225.77,-0.0034488838
2024-08-02,GLD,225.34,-0.0019064444
2024-08-05,GLD,222.48,-0.0127731655
2024-08-06,GLD,220.7,-0.008032891
2024-08-07,GLD,220.55,-0.000679859
2024-08-08,GLD,224.01,0.015566229
2024-08-09,GLD,224.56,0.002452252
2024-08-12,GLD,228.41,0.016999355
2024-08-13,GLD,228.06,-0.0015335341
2024-08-14,GLD,226.2,-0.008189191
2024-08-15,GLD,226.91,0.003133929
2024-08-16,GLD,231.99,0.022140812
2024-08-19,GLD,231.61,-0.0016393657
2024-08-20,GLD,232.46,0.0036632707
2024-08-21,GLD,232.15,-0.001334508
2024-08-22,GLD,229.37,-0.012047289
2024-08-23,GLD,232.02,0.011487194
2024-08-26,GLD,232.76,0.003184263
2024-08-27,GLD,233.39,0.0027030152
2024-08-28,GLD,231.75,-0.007051667
2024-08-29,GLD,232.95,0.005164621
2024-08-30,GLD,231.29,-0.00715152
2024-09-03,GLD,230.29,-0.0043329503
2024-09-04,GLD,230.43,0.00060774176
2024-09-05,GLD,232.35,0.008297785
2024-09-06,GLD,230.63,-0.007430166
2024-09-09,GLD,231.6,0.004197056
2024-09-10,GLD,232.62,0.004394428
2024-09-11,GLD,232.25,-0.0015918222
2024-09-12,GLD,236.33,0.017414764
2024-09-13,GLD,238.68,0.009894571
2024-09-16,GLD,238.66,-8.375168e-05
2024-09-17,GLD,237.34,-0.0055462634
2024-09-18,GLD,235.51,-0.007740345
2024-09-19,GLD,239.17,0.015421237
2024-09-20,GLD,242.21,0.012630558
2024-09-23,GLD,242.68,0.0019385268
2024-09-24,GLD,246.07,0.0138724055
2024-09-25,GLD,245.73,-0.0013827232
2024-09-26,GLD,246.98,0.0050739897
2024-09-27,GLD,245.02,-0.007967487
2024-09-30,GLD,243.06,-0.008031541
2024-10-01,GLD,245.61,0.010436598
2024-10-02,GLD,245.66,0.00020356648
2024-10-03,GLD,245.49,-0.00069224543
2024-10-04,GLD,245.0,-0.001998025
2024-10-07,GLD,244.17,-0.003393514
2024-10-08,GLD,242.37,-0.0073992326
2024-10-09,GLD,241.05,-0.0054610707
2024-10-10,GLD,242.82,0.0073160646
2024-10-11,GLD,245.47,0.010854287
2024-10-14,GLD,245.07,-0.0016308313
2024-10-15,GLD,245.92,0.0034623584
2024-10-16,GLD,247.15,0.0049891425
2024-10-17,GLD,248.63,0.005970452
2024-10-18,GLD,251.27,0.010562208
2024-10-21,GLD,251.22,-0.00019902109
2024-10-22,GLD,253.93,0.010729556
2024-10-23,GLD,250.87,-0.012123752
2024-10-24,GLD,252.8,0.007663817
2024-10-25,GLD,253.32,0.0020548662
2024-10-28,GLD,253.33,3.9453298e-05
2024-10-29,GLD,256.09,0.010835937
2024-10-30,GLD,257.5,0.005490789
2024-10-31,GLD,253.51,-0.015616472
2024-11-01,GLD,252.47,-0.0041108136
2024-11-04,GLD,252.83,0.0014248987
2024-11-05,GLD,253.4,0.0022519105
2024-11-06,GLD,245.7,-0.030857977
2024-11-07,GLD,249.65,0.015948646
2024-11-08,GLD,247.96,-0.0067924424
2024-11-11,GLD,242.14,-0.0237514
2024-11-12,GLD,240.05,-0.008668821
2024-11-13,GLD,237.63,-0.010132385
2024-11-14,GLD,237.01,-0.0026125514
2024-11-15,GLD,236.59,-0.0017736414
2024-11-18,GLD,241.09,0.018841622
2024-11-19,GLD,243.25,0.008919428
2024-11-20,GLD,244.62,0.005616245
2024-11-21,GLD,246.66,0.008304919
2024-11-22,GLD,249.84,0.012809813
2024-11-25,GLD,242.48,-0.029901484
2024-11-26,GLD,242.95,0.0019364331
2024-11-27,GLD,243.49,0.002220248
2024-11-29,GLD,245.59,0.008587567
2024-12-02,GLD,243.44,-0.008792948
2024-12-03,GLD,243.93,0.0020107531
2024-12-04,GLD,244.67,0.0030290876
2024-12-05,GLD,242.86,-0.007425208
2024-12-06,GLD,242.95,0.00037050014
2024-12-09,GLD,245.36,0.009870874
2024-12-10,GLD,248.59,0.013078416
2024-12-11,GLD,250.96,0.009488652
2024-12-12,GLD,247.28,-0.014772298
2024-12-13,GLD,244.29,-0.012165276
2024-12-16,GLD,244.88,0.002412298
2024-12-17,GLD,243.94,-0.0038460111
2024-12-18,GLD,239.26,-0.0193715
2024-12-19,GLD,239.6,0.0014200879
2024-12-20,GLD,242.1,0.010379997
2024-12-23,GLD,240.96,-0.0047199167
2024-12-24,GLD,241.44,0.0019900326
2024-12-26,GLD,243.07,0.0067284927
2024-12-27,GLD,241.4,-0.0068942145
2024-12-30,GLD,240.63,-0.003194779
2024-12-31,GLD,242.13,0.006214288
2025-01-02,GLD,245.42,0.0134962285
2025-01-03,GLD,243.49,-0.007895124
2025-01-06,GLD,243.19,-0.0012328556
2025-01-07,GLD,244.56,0.005617627
2025-01-08,GLD,245.86,0.005301603
2025-01-10,GLD,248.21,0.009512918
2025-01-13,GLD,245.74,-0.010001101
2025-01-14,GLD,247.03,0.005235693
2025-01-15,GLD,248.88,0.0074610906
2025-01-16,GLD,250.6,0.0068871947
2025-01-17,GLD,249.27,-0.0053214035
2025-01-21,GLD,253.13,0.015366547
2025-01-22,GLD,254.43,0.0051225103
2025-01-23,GLD,254.07,-0.0014158718
2025-01-24,GLD,255.65,0.0061994493
2025-01-27,GLD,252.99,-0.010459314
2025-01-28,GLD,255.18,0.008619166
2025-01-29,GLD,254.2,-0.003847803
2025-01-30,GLD,258.05,0.01503197
2025-01-31,GLD,258.56,0.0019744486
2025-02-03,GLD,259.94,0.0053230785
2025-02-04,GLD,262.5,0.009800238
2025-02-05,GLD,264.13,0.006190343
2025-02-06,GLD,263.43,-0.0026537743
2025-02-07,GLD,263.9,0.0017825702
2025-02-10,GLD,268.37,0.016796388
2025-02-11,GLD,267.39,-0.0036582856
2025-02-12,GLD,267.67,0.001046607
2025-02-13,GLD,270.31,0.009814511
2025-02-14,GLD,266.29,-0.014983467
2025-02-18,GLD,270.7,0.016425269
2025-02-19,GLD,270.85,0.0005539429
2025-02-20,GLD,270.99,0.00051669916
2025-02-21,GLD,270.74,-0.0009229691
2025-02-24,GLD,272.21,0.0054148813
2025-02-25,GLD,268.62,-0.013276072
2025-02-26,GLD,269.03,0.0015251697
2025-02-27,GLD,264.93,-0.01535728
2025-02-28,GLD,263.27,-0.006285533
2025-03-03,GLD,266.74,0.013094285
2025-03-04,GLD,269.06,0.00866003
2025-03-05,GLD,269.62,0.002079148
2025-03-06,GLD,268.25,-0.005094161
2025-03-07,GLD,268.39,0.00052181963
2025-03-10,GLD,266.04,-0.008794496
2025-03-11,GLD,269.16,0.0116593065
2025-03-12,GLD,270.33,0.004337373
2025-03-13,GLD,275.13,0.017600346
2025-03-14,GLD,275.24,0.00039967787
2025-03-17,GLD,276.73,0.0053989324
2025-03-18,GLD,279.96,0.011604364
2025-03-19,GLD,281.11,0.0040992945
2025-03-20,GLD,280.75,-0.001281406
2025-03-21,GLD,278.49,-0.008082476
2025-03-24,GLD,277.25,-0.004462491
2025-03-25,GLD,278.47,0.004390712
2025-03-26,GLD,278.24,-0.00082632253
2025-03-27,GLD,281.97,0.013316671
2025-03-28,GLD,284.06,0.0073847882
2025-03-31,GLD,288.14,0.014261049
2025-04-01,GLD,287.57,-0.0019801897
2025-04-02,GLD,288.16,0.0020495597
2025-04-03,GLD,286.42,-0.006056582
